horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251223_012621,0.7389736949773518,8.681232232468611,89.13049005026014,48,0.6875,1.1165205660506117,0.853382949932341,0.857916102841678,43,5
