horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
10,20251218_000824,-6.942588111335757,7.158728568524467,23.850302863872344,493,0.5294117647058824,0.33656529576892286,0.7839017576533581,0.7841345594226516,266,227
