horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251218_015543,-6.119931846161631,27.512611542195458,53.40223943244492,154,0.5454545454545454,0.6866107338839373,0.8407983761840325,0.8579837618403248,154,0
