horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251218_022142,2.278550770389165,17.29724225977113,67.01359548698929,62,0.5806451612903226,1.3303159368704183,0.852232746955345,0.8580514208389716,60,2
