horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251218_041557,-0.5019901682905781,6.4834666150805695,67.34351686468926,79,0.5189873417721519,0.9426123263695338,0.8514208389715833,0.8577131258457374,73,6
