horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251219_214143,2.6948358617997714,4.014693785898174,50.54493887932446,30,0.6666666666666666,2.4270701835237305,0.8541948579161028,0.8582543978349121,28,2
