horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
30,20251218_001658,-2.8961348223440653,6.65486569691431,21.174224162627777,190,0.45789473684210524,0.6727855501287592,0.8273087071240105,0.8341688654353562,95,95
