horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251221_025113,0.09229458317343564,1.2945100010174573,50.27750043937576,3,0.6666666666666666,1.7465175411246923,0.8548037889039242,0.8579837618403248,3,0
