horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
30,20251217_042843,-99.84242638941846,-18.630350108275643,99.85817778336123,131,0.3893129770992366,0.2829627626079474,0.5017059553349876,1.0,131,0
