horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
30,20251218_013532,-21.649043091353228,35.48275215067601,73.67723369343521,150,0.3933333333333333,0.3626269306008037,0.8176781002638522,0.8530343007915567,121,29
