horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251218_001339,8.801392914856997,6.268924569396988,19.913173515174716,329,0.5288753799392097,0.863309552555428,0.8534506089309878,0.8020974289580515,30,299
