horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251221_014738,-0.587438293267295,1.6825832521923167,100.07093214559943,2,0.0,0.0,0.8544654939106902,0.857916102841678,1,1
