horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
30,20251217_235738,-6.612864515715245,9.000132530176437,22.790982358653704,319,0.30407523510971785,0.43270607028397534,0.7547493403693931,0.8547493403693931,316,3
