horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
10,20251217_225313,0.0,0.0,0.0,0,0,0,0.5121638924455826,1.0,0,0
