horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
15,20251221_034749,1.6743288254720046,4.602317260213138,66.97076277321268,41,0.5609756097560976,1.5179182456613067,0.8538565629228687,0.8581867388362652,36,5
