horizon,timestamp,pnl,sharpe,max_drawdown,total_trades,win_rate,profit_factor,long_accuracy,short_accuracy,long_trades,short_trades
10,20251217_042803,-99.99999998796055,-26.37203124228777,99.99999998916607,389,0.442159383033419,-0.09849219369605751,0.5028949545078577,1.0,389,0
